Genome Name / Sample Name	JGI Project ID / ITS PID	DB	IMG_Name	IMG_Downloaded
Flavobacterium cutihirudinis DSM 25795	1108148	FlacutDSM25795_FD	FlacutDSM25795_FD.2695421040.tar.gz	YES
Serinicoccus marinus DSM 15273	1013954	SermarDSM15273_FD	SermarDSM15273_FD.2524614805.tar.gz	YES
Spongiibacterium flavum DSM 22638	1055400	SpoflaDSM22638_FD	SpoflaDSM22638_FD.2617270824.tar.gz	YES
Salinispora tropica CNS416	1007360	SaltroCNS416_FD	SaltroCNS416_FD.2517572164.tar.gz	YES
Chryseobacterium taichungense DSM 17453	1086251	ChrtaiDSM17453_FD	ChrtaiDSM17453_FD.2675903154.tar.gz	YES
Azorhizobium doebereinerae UFLA1-100	404530	AzodoeUFLA1100_FD	AzodoeUFLA1100_FD.2513237087.tar.gz	YES
Desulfonispora thiosulfatigenes GKNTAUT , DSM 11270	98046	DesthiDSM11270_FD	DesthiDSM11270_FD.2501915963.tar.gz	YES
Thermus amyloliquefaciens YIM 77409	1030701	ThespYIM77409_FD	ThespYIM77409_FD.2579778517.tar.gz	YES
Bacteroides sp. AR20	1034280	BacspAR20_FD	BacspAR20_FD.2593339260.tar.gz	YES
Rhizobium sp. RU36D	1115958	RhispRU36D_FD	RhispRU36D_FD.2716884867.tar.gz	YES
Streptococcus equi ATCC 33398	1095815	StrequATCC33398_FD	StrequATCC33398_FD.2681812816.tar.gz	YES
Pseudomonas sp. OK272	1057565	PsespOK272_FD	PsespOK272_FD.2609459710.tar.gz	YES
Chryseobacterium contaminans DSM 27621	1107879	ChrconDSM27621_FD	ChrconDSM27621_FD.2700988701.tar.gz	YES
Pseudomonas sp. 11/12A	1041592	Psesp1112A_FD	Psesp1112A_FD.2585427599.tar.gz	YES
Chryseobacterium zeae DSM 27623	1107880	ChrzeaDSM27623_FD	ChrzeaDSM27623_FD.2695421044.tar.gz	YES
Terribacillus saccharophilus DSM 21619	1068529	TersacDSM21619_FD	TersacDSM21619_FD.2636416060.tar.gz	YES
Serratia plymuthica AS13	403169	SerratiaspAS13_FD	SerratiaspAS13_FD.2504756011.tar.gz	YES
Desulfotomaculum putei DSM 12395	1036584	DesputDSM12395_FD	DesputDSM12395_FD.2582580748.tar.gz	YES
Pseudomonas putida mt-2	1087039	PseputMATCC33015	NA	NO
Blastococcus endophyticus DSM 45413	1048828	BlaendDSM45413_FD	BlaendDSM45413_FD.2599185194.tar.gz	YES
Gordonia polyisoprenivorans HW436	404615	GorpolHW436_FD	GorpolHW436_FD.2516493022.tar.gz	YES
Lachnospiraceae bacterium AC3007	1020320	LacbacAC3007_FD	LacbacAC3007_FD.3407229-2558860137.tar.gz	YES
Paenibacillus harenae DSM 16969	1013828	PaeharDSM16969_FD	PaeharDSM16969_FD.2523533617.tar.gz	YES
Sharpea azabuensis DSM 18934	1026083	ShaazaDSM18934_FD	ShaazaDSM18934_FD.3408223-2561511132.tar.gz	YES
Leptospira licerasiae ATCC BAA-1110	1013292	LeplicATCBAA1110_FD	LeplicATCBAA1110_FD.2545555867.tar.gz	YES
Candidatus Koribacter versatilis Ellin345	16912	aciel	aciel.2606217699.tar.gz	YES
Paenibacillus sp. OK076	1094141	PaespOK076_FD	PaespOK076_FD.2690315677.tar.gz	YES
Rathayibacter iranicus VKM Ac-1602	1118398	RatiraVKMAc1602_FD	RatiraVKMAc1602_FD.2706795029.tar.gz	YES
Rheinheimera perlucida DSM 18276	1007478	RheperDSM18276_FD	RheperDSM18276_FD.2521172649.tar.gz	YES
Prevotella brevis ATCC 19188	1024881	PrebreATCC19188_FD	PrebreATCC19188_FD.3415920-2556921667.tar.gz	YES
Leifsonia sp. 467MF	1065161	Leisp467MF_FD	Leisp467MF_FD.2639763199.tar.gz	YES
Pseudomonas sp. Z003-0.4C(8344-21)	1104814	PsespZ04C834421_FD	PsespZ04C834421_FD.2675902959.tar.gz	YES
Devosia lucknowensis L15	1102529	DevlucL15_FD	DevlucL15_FD.2708742467.tar.gz	YES
Mucilaginibacter gossypiicola Gh-48	1071327	MucgosGh48_FD	MucgosGh48_FD.2651870109.tar.gz	YES
Azospirillum lipoferum R1C	1042739	null	NA	NO
Streptomyces sp. AmelKG-A3	1001132	StrspAmelKGA3_FD	StrspAmelKGA3_FD.2518645584.tar.gz	YES
Pseudorhodobacter antarcticus CGMCC 1.10836	1076327	PseantCGMC110836_FD	PseantCGMC110836_FD.2667527436.tar.gz	YES
Entomoplasma somnilux ATCC 49194	1013220	EntsomATCC49194_FD	EntsomATCC49194_FD.2545824514.tar.gz	YES
Bifidobacterium boum DSM 20432	1026089	BifbouDSM20432_FD	BifbouDSM20432_FD.3407208-2558860116.tar.gz	YES
Salinispora arenicola CNT798	407400	SalareCNT798_2_FD	SalareCNT798_2_FD.2515154186.tar.gz	YES
Niastella yeongjuensis DSM 17621	1048729	NiayeoDSM17621_FD	NiayeoDSM17621_FD.2599185237.tar.gz	YES
Halomonas aquamarina 558	1066538	Halaqu558_FD	Halaqu558_FD.2639762508.tar.gz	YES
Caldicellulosiruptor kristjanssonii 177R1B, DSM 12137	400931	Calkri177R1B_FD	NA	NO
Rhizobium sp. RU20A	1115955	RhispRU20A_FD	RhispRU20A_FD.2708742416.tar.gz	YES
Salinispora pacifica CNS103	407414	SalpacCNS103_2_FD	SalpacCNS103_2_FD.2515154129.tar.gz	YES
Desulfomicrobium escambiense DSM 10707	1010881	DesescDSM10707_FD	DesescDSM10707_FD.2524023157.tar.gz	YES
Microbacterium sp. CF335	1035771	MicspCF335_FD	MicspCF335_FD.2585428157.tar.gz	YES
Budvicia aquatica DSM 5075, ATCC 35567	406029	BudviciaDSM5075_FD	BudviciaDSM5075_FD.2513237113.tar.gz	YES
Mycoplasma arginini ATCC 23838	1008135	null	NA	NO
Clostridium beijerinckii SA-1, ATCC 35702	403210	ClobeiAT35702SA1_FD	ClobeiAT35702SA1_FD.2574179756.tar.gz	YES
Mitsuokella jalaludinii DSM 13811	1026119	MitjalDSM13811_FD	MitjalDSM13811_FD.3408322-2561511231.tar.gz	YES
Salinispora pacifica CNY646	1025368	SalpacCNY646_FD	SalpacCNY646_FD.2563366531.tar.gz	YES
Klebsiella sp. NFIX13	1049772	KlespNFIX13_FD	KlespNFIX13_FD.2602042106.tar.gz	YES
Bradyrhizobium sp. Cp5.3	1011172	BraspCp53_FD	BraspCp53_FD.2524023205.tar.gz	YES
Rhodopseudomonas pseudopalustris DSM 123	1102486	Rhopse123_FD	Rhopse123_FD.2671180228.tar.gz	YES
Salinihabitans flavidus DSM 27842	1068499	null	NA	NO
Stenotrophomonas sp. YR347	1094169	StespYR347_FD	StespYR347_FD.2693429819.tar.gz	YES
Ornithobacterium rhinotracheale DSM 15997	401078	OrnrhiDSM15997_FD	OrnrhiDSM15997_FD.2509601001.tar.gz	YES
Salinispora pacifica CNY673	1025374	SalpacCNY673_FD	SalpacCNY673_FD.2563366533.tar.gz	YES
Paenibacillus sp. RU5A	1115937	PaespRU5A_FD	PaespRU5A_FD.2713897451.tar.gz	YES
Flavobacterium urocaniciphilum DSM 27078	1108151	FlauroDSM27078_FD	FlauroDSM27078_FD.2693429864.tar.gz	YES
Cupriavidus plantarum ASC-64	1104882	null	NA	NO
Marinobacterium jannaschii DSM 6295	1011031	MarjanDSM6295	NA	NO
Nisaea denitrificans DSM 18348	1013735	NisdenDSM18348_FD	NisdenDSM18348_FD.2524614677.tar.gz	YES
Arsenicicoccus bolidensis DSM 15745	1013804	ArsbolDSM15745_FD	ArsbolDSM15745_FD.2524614535.tar.gz	YES
Burkholderia sp. Ch1-1	400450	bur_c	bur_c.2508501040.tar.gz	YES
Brachymonas chironomi DSM 19884	1005137	BrachiDSM19884_FD	BrachiDSM19884_FD.2518285616.tar.gz	YES
Flavobacterium sinopsychrotolerans CGMCC 1.8704	1058178	FlasinCGMCC18704_FD	FlasinCGMCC18704_FD.2619618873.tar.gz	YES
Streptomyces sp. DvalAA-21	1015929	StrspDva1AA21	NA	NO
Streptomyces sp. 140Col2.1E	1008213	Strsp140Col21E_FD	Strsp140Col21E_FD.2563366508.tar.gz	YES
Bifidobacterium merycicum DSM 6492	1026077	BifmerDSM6492_FD	BifmerDSM6492_FD.2558860133.tar.gz	YES
Microbacterium gubbeenense DSM 15944	1010689	MicgubDSM15944_FD	MicgubDSM15944_FD.2524614763.tar.gz	YES
Mucilaginibacter sp. OK283	1094131	MucspOK283_FD	MucspOK283_FD.2684623006.tar.gz	YES
Thioalkalivibrio sp. ARh3	1000343	ThispARh3_FD	ThispARh3_FD.2517572099.tar.gz	YES
Mycobacterium tusciae JS617	402575	MyctusJS617_FD	MyctusJS617_FD.2508501052.tar.gz	YES
Salisediminibacterium haloalkalitolerans 10nlg	1102520	Salhal10nlg_FD	Salhal10nlg_FD.2675903025.tar.gz	YES
Nocardiopsis flavescens CGMCC 4.5723	1085107	NocflaCGMCC45723_FD	NocflaCGMCC45723_FD.2675903133.tar.gz	YES
Cupriavidus sp. AMP6	1011181	CupspAMP6_FD	CupspAMP6_FD.2524023212.tar.gz	YES
Porphyra umbilicalis P.um.1-endophyte07873 (Porphyra_umbilicalis_P.um.1-endophyte07873)	0	pinbe	NA	NO
Chryseobacterium halperniae DSM 19921	1059125	null	NA	NO
Streptomyces sp. CNT371	407385	StrspCNT371_2_FD	StrspCNT371_2_FD.2515154206.tar.gz	YES
Propionispora vibrioides DSM 13305	1068516	ProvibDSM13305_FD	ProvibDSM13305_FD.2634166332.tar.gz	YES
Chitinophaga arvensicola DSM 3695	1055337	ChiarvDSM3695_FD	ChiarvDSM3695_FD.2636416040.tar.gz	YES
Pseudomonas lutea LMG 21974	1090721	PselutLMG21974_FD	PselutLMG21974_FD.2663762783.tar.gz	YES
Ulvibacter sp. Mar_2010_11	1070410	Ulvspar_2010_11_FD	Ulvspar_2010_11_FD.2627853601.tar.gz	YES
Cylindrospermum stagnale PCC 7417	402650	CylstaPCC7417_FD	CylstaPCC7417_FD.2509601025.tar.gz	YES
Calditerrivibrio nitroreducens Yu37-1, DSM 19672	401031	CalnitDSM19672_FD	NA	NO
Lachnospiraceae bacterium NE2001	1034244	LacbacNE2001_FD	LacbacNE2001_FD.2593339258.tar.gz	YES
Lysinibacillus sp. TC-13	1039599	LysspTC13_FD	LysspTC13_FD.2585428097.tar.gz	YES
Thiobacillus thioparus DSM 505	406453	ThiDSM505_FD	ThiDSM505_FD.2515154076.tar.gz	YES
Kushneria aurantia DSM 21353	1007484	KusaurDSM21353_FD	KusaurDSM21353_FD.3367361-2521172634.tar.gz	YES
Halomonas subterranea CGMCC 1.6495	1058147	HalsubCGMCC16495_FD	HalsubCGMCC16495_FD.2617270764.tar.gz	YES
Prochlorococcus sp. NATL2A	16866	pro_n	pro_n.2606217240.tar.gz	YES
Phycicoccus cremeus CGMCC 1.6963	1076355	PhycreCGMCC16963_FD	PhycreCGMCC16963_FD.2671180066.tar.gz	YES
Xylella fastidiosa multiplex ATCC 35871	1008105	XylfasATCC35871_FD	XylfasATCC35871_FD.2524614868.tar.gz	YES
Loktanella sp. DSM 29012	1086227	LokspDSM29012_FD	LokspDSM29012_FD.2675903145.tar.gz	YES
Sporosarcina newyorkensis DSM 23966	1052977	null	NA	NO
Luteibacter sp. 9135	1022145	null	NA	NO
Pseudomonas soli LMG 27941	1090736	PsesolLMG27941	NA	NO
Sphingobium sp. YR657	1094162	SphspYR657	NA	NO
Thioalkalivibrio sp. ALJ7	1000388	null	NA	NO
Clostridium thermocellum LQRI	1061438	null	NA	NO
Devosia sp. YR412	1094118	null	NA	NO
Eubacterium siraeum DSM 15702	1002920	null	NA	NO
Geobacillus sp. Y412MC52	97008	null	NA	NO
Arthrobacter sp. MA-N2	1009500	null	NA	NO
Prevotella sp. TC2-24	1060340	null	NA	NO
Micromonospora tulbaghiae DSM 45142	1059048	null	NA	NO
Corynebacterium halotolerans YIM 70093, DSM 44683	1021500	CorhalDSM44683_FD	CorhalDSM44683_FD.3356811-2556921045.tar.gz	YES
Rhizobium sp. UGM030330-04	1023617	RhispUGM0303304_FD	RhispUGM0303304_FD.2545824552.tar.gz	YES
Thermodesulfovibrio islandicus DSM 12570	1010890	TheislDSM12570_FD	TheislDSM12570_FD.2529292556.tar.gz	YES
Salinispora pacifica CNY239	1016052	SalpacCNY239_FD	SalpacCNY239_FD.2524614561.tar.gz	YES
Streptococcus equinus Sb18	1082203	StrequSb18	NA	NO
Geobacter metallireducens GS-15	16056	null	NA	NO
Aliifodinibius roseus DSM 21986	1107850	null	NA	NO
Thermus aquaticus Y51MC23	200242	theaq	NA	NO
Blautia producta ATCC 27340	407785	BlaproATCC27340_FD	BlaproATCC27340_FD.2515154176.tar.gz	YES
Paenibacillus sp. RU26A	1115944	PaespRU26A_FD	PaespRU26A_FD.2713897449.tar.gz	YES
Friedmanniella flavus flava CGMCC 4.6856	1085116	FriflaCGMCC46856_FD	FriflaCGMCC46856_FD.2675903052.tar.gz	YES
Aliicoccus persicus IBRC-M10081	1071370	AliperIBRCM10081_FD	AliperIBRCM10081_FD.2654588195.tar.gz	YES
Lentzea flaviverrucosa CGMCC 4.578	1076386	LenflaCGMCC4578_FD	LenflaCGMCC4578_FD.2663762721.tar.gz	YES
Flavobacterium sasangense DSM 21067	1030932	FlasasDSM21067_FD	FlasasDSM21067_FD.2563366726.tar.gz	YES
Hamadaea tsunoensis DSM 44101	1008490	HamtsuDSM44101_FD	HamtsuDSM44101_FD.2523533533.tar.gz	YES
Hyunsoonleella jejuensis DSM 21035	1086217	HyujejDSM21035_FD	HyujejDSM21035_FD.2684622907.tar.gz	YES
Streptomyces sp. MnatMP-M17	403057	StrspM17_FD	StrspM17_FD.2657245726.tar.gz	YES
Lachnoclostridium phytofermentans KNHs2132	1022997	ClophyKNHs2132_FD	ClophyKNHs2132_FD.2571042362.tar.gz	YES
Sphingomonas melonis FR1	404851	SphmelFR1_FD	SphmelFR1_FD.2517093015.tar.gz	YES
Granulicella mallensis MP5ACTX8	401907	aci_8	aci_8.2503982037.tar.gz	YES
Flavobacterium frigoris DSM 15719	1108119	FlafriDSM15719_FD	FlafriDSM15719_FD.2693429909.tar.gz	YES
Propionibacterium cyclohexanicum DSM 16859	1089311	ProcycDSM16859_2_FD	ProcycDSM16859_2_FD.2675903216.tar.gz	YES
Sphingopyxis flava R11H	1118365	SphflaR11H_FD	SphflaR11H_FD.2706795030.tar.gz	YES
Giesbergeria anulus ATCC 35958	1047269	GieanuATCC11879_FD	GieanuATCC11879_FD.2597490351.tar.gz	YES
Prevotella ruminicola Ga6B6	1026038	PrerumGa6B6_FD	PrerumGa6B6_FD.2558860122.tar.gz	YES
Lachnospiraceae bacterium C6A11	1026053	LacbacC6A11_FD	LacbacC6A11_FD.3408189-2561511098.tar.gz	YES
Nitrosomonas sp. 51 Nm51	1098114	Nitsp51Nm51_FD	Nitsp51Nm51_FD.2675903037.tar.gz	YES
Pseudomonas rhodesiae BS2777	1066941	PserhoBS2777_FD	PserhoBS2777_FD.2639763190.tar.gz	YES
Pseudomonas salegens CECT 8338	1091818	PsesalCECT8338_FD	PsesalCECT8338_FD.2667527386.tar.gz	YES
Gracilibacillus ureilyticus CGMCC 1.7727	1058173	GraureCGMCC17727_FD	GraureCGMCC17727_FD.2617270788.tar.gz	YES
Streptococcus gallolyticus VTM2R47	1049955	StrgalVTM2R47_FD	StrgalVTM2R47_FD.2606217755.tar.gz	YES
Prevotella multisaccharivorax PPPA20, DSM 17128	401091	PremulDSM17128_FD	PremulDSM17128_FD.2503754046.tar.gz	YES
Micromonospora avicenniae DSM 45758	1097124	MicaviDSM45758_FD	MicaviDSM45758_FD.2681813563.tar.gz	YES
Clostridium fimetarium DSM 9179	1086224	ClofimDSM9179_FD	ClofimDSM9179_FD.2675903166.tar.gz	YES
Streptomyces qinglanensis CGMCC 4.6825	1085115	StrqinCGMCC46825_FD	StrqinCGMCC46825_FD.2675903055.tar.gz	YES
Pseudomonas migulae BS3662	1066930	PsemigBS3662_FD	PsemigBS3662_FD.2636416188.tar.gz	YES
Burkholderia sp. OK806	1057520	null	NA	NO
Draconibacterium orientale DSM 25947	1108149	DraoriDSM25947_FD	DraoriDSM25947_FD.2693429902.tar.gz	YES
Chryseobacterium arachidis DSM 27619	1107878	ChraraDSM27619_FD	ChraraDSM27619_FD.2695420930.tar.gz	YES
Jiangella alba DSM 45237	1068308	JiaalbDSM45237_FD	JiaalbDSM45237_FD.2630968302.tar.gz	YES
Halomonas sp. TG39a	1022324	HalspTG39a_FD	HalspTG39a_FD.2579779161.tar.gz	YES
Desulfosporosinus youngiae JW/YJL-B18, DSM 17734	403110	DesyouDSM17734_FD	DesyouDSM17734_FD.2508501001.tar.gz	YES
Arenibacter latericius DSM 15913	1010722	ArelatDSM15913_FD	ArelatDSM15913_FD.2524614597.tar.gz	YES
Desulfosporosinus meridiei S10, DSM 13257	403111	DesmerDSM13257_FD	DesmerDSM13257_FD.2510065044.tar.gz	YES
Salinispora arenicola CNT859	1003043	SalareCNT859_FD	SalareCNT859_FD.2517572233.tar.gz	YES
Thorsellia anophelis DSM 18579	1010965	ThoanoDSM18579_FD	ThoanoDSM18579_FD.2599185261.tar.gz	YES
Paenibacillus methanoliterens BL24	1102475	PaemetBL24_FD	PaemetBL24_FD.2675903012.tar.gz	YES
Pseudomonas psychrophila BS3667	1066939	PsepsyBS3667_FD	PsepsyBS3667_FD.2636416189.tar.gz	YES
Micromonospora narathiwatensis DSM 45248	1059280	MicnarDSM45248_FD	MicnarDSM45248_FD.2617270834.tar.gz	YES
Pseudomonas sp. LAMO17WK12:I6	1007074	PsespLAMO17WKI6_FD	PsespLAMO17WKI6_FD.2521172644.tar.gz	YES
Halomonas meridiana ACAM 255	1115230	HalmerACAM255_FD	HalmerACAM255_FD.2698536817.tar.gz	YES
Marinobacter segnicrescens CGMCC 1.6489	1058144	MarsegCGMCC16489_FD	MarsegCGMCC16489_FD.2617270929.tar.gz	YES
Clostridium polysaccharolyticum DSM 1801	1050000	ClopolDSM1801_FD	ClopolDSM1801_FD.2606217760.tar.gz	YES
Pseudobutyrivibrio sp. C4	1034265	PsespC4_FD	PsespC4_FD.2593339268.tar.gz	YES
Ruminococcus albus 7	400050	Rumalb7_FD	NA	NO
Pseudomonas sp. NFR09	1049625	PsespNFR09_FD	PsespNFR09_FD.2599185179.tar.gz	YES
Curvibacter lanceolatus ATCC 14669	1006748	CurlanATCC14669_FD	CurlanATCC14669_FD.2519103180.tar.gz	YES
Fibrobacter sp. UWB10	1113445	FibspUWB10_FD	FibspUWB10_FD.2716884911.tar.gz	YES
Terrimonas ferruginea DSM 30193	1010905	TerferDSM30193_FD	TerferDSM30193_FD.2523533530.tar.gz	YES
Nitrosomonas marina Nm71	1098106	NitmarNm71_FD	NitmarNm71_FD.2671180135.tar.gz	YES
Paracoccus saliphilus DSM 18447	1097086	ParsalDSM18447_FD	ParsalDSM18447_FD.2681813562.tar.gz	YES
Salinispora arenicola CNR416	1016022	SalareCNR416_FD	SalareCNR416_FD.2526164712.tar.gz	YES
Actinopolymorpha singaporensis DSM 22024	1068266	ActsinDSM22024_FD	ActsinDSM22024_FD.2636416006.tar.gz	YES
Nitrosospira briensis C-128	1012224	NitbriC128_FD	NitbriC128_FD.3356513-2556921001.tar.gz	YES
Corynebacterium callunae DSM 20147	1008487	CorcalDSM20147_FD	CorcalDSM20147_FD.2522572159.tar.gz	YES
Massilia sp. CF038	1094125	MassiliaspCF038_FD	MassiliaspCF038_FD.2690315615.tar.gz	YES
Nocardioides sp. UNC345MFTsu5.1	1020656	RhospUNC345MFT1_FD	RhospUNC345MFT1_FD.2582580751.tar.gz	YES
Nitrosospira multiformis Nl7	1098125	NitmulNl7_FD	NitmulNl7_FD.2671180069.tar.gz	YES
Halanaerobium congolense WG6	1066524	HalconWG6_FD	HalconWG6_FD.2642422559.tar.gz	YES
Salinispora pacifica DSM 45547	403406	SalpacDSM45547_FD	SalpacDSM45547_FD.2516493032.tar.gz	YES
Delftia tsuruhatensis LMG 29104	1102494	DeltsuLMG29104_FD	DeltsuLMG29104_FD.2675903019.tar.gz	YES
Poseidonocella pacifica DSM 29316	1097065	PospacDSM29316_FD	PospacDSM29316_FD.2687453774.tar.gz	YES
Cohnella sp. OV330	1057529	CohnellaspOV330_FD	CohnellaspOV330_FD.2615840604.tar.gz	YES
Mycoplasma sturni DSM 22021	1011136	MycstuDSM22021_FD	MycstuDSM22021_FD.3408214-2561511123.tar.gz	YES
Paenibacillus terrigena DSM 21567	1002983	PaeterDSM21567_FD	PaeterDSM21567_FD.2517572151.tar.gz	YES
Paraburkholderia caryophylli Ballard 720	1121043	ParcarBallard720_FD	ParcarBallard720_FD.2708742541.tar.gz	YES
Citrobacter sp. NLAE-zl-C269	1082185	CitspNLAEzlC269_FD	CitspNLAEzlC269_FD.2651870313.tar.gz	YES
Thioalkalivibrio sp. ALJ3	1000376	null	NA	NO
Rhodococcus koreensis DSM 44498	1068296	RhokorDSM44498_FD	RhokorDSM44498_FD.2634166362.tar.gz	YES
Ahrensia sp. 13_GOM-1096m	1018518	Ahrsp13_GO1096m_FD	Ahrsp13_GO1096m_FD.3368191-2556921675.tar.gz	YES
Taylorella asinigenitalis ATCC 700933	1024785	TayasiATCC700933_FD	TayasiATCC700933_FD.3360841-2556921627.tar.gz	YES
Streptomyces sp. 2114.2	1107019	null	NA	NO
Janthinobacterium sp. 344	1050300	Jansp344_FD	Jansp344_FD.2602042072.tar.gz	YES
Rhodospirillales bacterium URHD0088	1015649	RhobacURHD0088_FD	RhobacURHD0088_FD.2546825534.tar.gz	YES
Mesorhizobium ciceri bv. biserrulae WSM1271	400458	MescicbisWSM1271_FD	NA	NO
Mycoplasma mustelae ATCC 35214	1095803	MycmusATCC35214_FD	MycmusATCC35214_FD.2690315627.tar.gz	YES
Rhizobium sp. NFR07	1049619	RhispNFR07_FD	RhispNFR07_FD.2599185236.tar.gz	YES
Litoreibacter halocynthiae DSM 29467	1086206	LithalDSM29467_FD	LithalDSM29467_FD.2681812955.tar.gz	YES
Oceanicaulis alexandrii DSM 11625	1010749	OcealeDSM11625_FD	OcealeDSM11625_FD.2523533582.tar.gz	YES
Thioalkalivibrio sp. ALM2T	1000493	ThispALM2T_FD	ThispALM2T_FD.2519899671.tar.gz	YES
Burkholderia sp. WSM2230	404562	BurspWSM2230_FD	BurspWSM2230_FD.2513237151.tar.gz	YES
Nocardioides alpinus CGMCC 1.10697	1076322	NocalpCGMC110697_FD	NocalpCGMC110697_FD.2663762717.tar.gz	YES
Bacillus sp. UNCCL13	1026393	BacspUNCCL13_FD	BacspUNCCL13_FD.2639762621.tar.gz	YES
Clostridium caenicola DSM 19027	1107821	ClocaeDSM19027_FD	ClocaeDSM19027_FD.2700988698.tar.gz	YES
Belliella buryatensis 5C	1118386	Belbur5C_FD	Belbur5C_FD.2706794919.tar.gz	YES
Alicyclobacillus acidocaldarius LAA1	97007	alial	NA	NO
Chlamydia trachomatis G/9301	16661	ChltraG9301_FD	NA	NO
Balneola vulgaris DSM 17893	406508	BalDSM17893_FD	BalDSM17893_FD.2515154152.tar.gz	YES
Rhizobium leguminosarum OV483	1035702	RhilegOV483_FD	RhilegOV483_FD.2582581299.tar.gz	YES
Reichenbachiella agariperforans DSM 26134	1055325	ReiagaDSM26134_FD	ReiagaDSM26134_FD.2616644810.tar.gz	YES
Tcrinis-r01 (OCT_11_ug6)	0	pinbe	NA	NO
Thermobispora bispora R51, DSM 43833	97954	null	NA	NO
Bacteroides graminisolvens DSM 19988	1000025	Bacgr_DSM_19988	NA	NO
Entomoplasma luminosum ATCC 49195	1013223	null	NA	NO
Burkholderia sp. NFPP32	1049718	BurspNFPP32_FD	BurspNFPP32_FD.2599185240.tar.gz	YES
Flavobacterium succinicans DSM 4002	1108109	FlasucDSM4002_FD	FlasucDSM4002_FD.2693429891.tar.gz	YES
Goodfellowiella coeruleoviolacea DSM 43935	1048873	GoocoeDSM43935_FD	GoocoeDSM43935_FD.2596583534.tar.gz	YES
Microbacterium sp. CL127	1065169	MicspCL127_FD	MicspCL127_FD.2639762580.tar.gz	YES
Klebsiella sp. NFIX24	1049805	KlespNFIX24_FD	KlespNFIX24_FD.2603880211.tar.gz	YES
Streptomyces sp. FxanaC1	405370	StrspFxanaC1_FD	StrspFxanaC1_FD.2515154103.tar.gz	YES
Collimonas sp. OK412	1057531	ColspOK412_FD	ColspOK412_FD.2609459736.tar.gz	YES
Bartonella grahamii ATCC 700132	1013250	BargraATCC700132_FD	BargraATCC700132_FD.2545824615.tar.gz	YES
Formivibrio citricus DSM 6150	1048735	ForcitDSM6150_FD	ForcitDSM6150_FD.2599185172.tar.gz	YES
Pseudobutyrivibrio sp. UC1225	1049985	PsespUC1225_FD	PsespUC1225_FD.2606217737.tar.gz	YES
Salinispora arenicola CNY694	1025392	SalareCNY694_FD	SalareCNY694_FD.2561511114.tar.gz	YES
Marinomonas mediterranea MMB-1, ATCC 700492	401920	marme	marme.2506210002.tar.gz	YES
Fibrobacter sp. UWCM	1113452	null	NA	NO
Chryseobacterium sp. CF356	1035801	null	NA	NO
Pseudomonas lini BS3782	1066927	PselinBS3782_FD	PselinBS3782_FD.2636416176.tar.gz	YES
Vogesella sp. lig4	405047	Pseluqlig4_FD	Pseluqlig4_FD.2517093049.tar.gz	YES
Lactobacillus nagelii DSM 13675	1030770	LacnagDSM13675_FD	LacnagDSM13675_FD.2574179724.tar.gz	YES
Flavobacterium segetis DSM 19741	1107847	FlasegDSM19741_FD	FlasegDSM19741_FD.2695420957.tar.gz	YES
Actinobacillus succinogenes 130Z	16537	actsu	NA	NO
Calothrix sp. PCC 6303	401182	CalspPCC6303_FD	CalspPCC6303_FD.2503982036.tar.gz	YES
Flavobacterium frigidarium DSM 17623	1013747	FlafriDSM17623_FD	FlafriDSM17623_FD.2523533550.tar.gz	YES
Rathayibacter rathayi VKM Ac-1601	1118397	RatratVKMAc1601_FD	RatratVKMAc1601_FD.2716884894.tar.gz	YES
Variovorax sp. NFACC26	1049529	null	NA	NO
Proteiniclasticum ruminis ML2	1066534	ProrumML2_FD	ProrumML2_FD.2642422541.tar.gz	YES
Butyrivibrio sp. AE3006	1012791	ButspAE3006_FD	ButspAE3006_FD.2524614688.tar.gz	YES
Meiothermus chliarophilus ALT-8, DSM 9957	403683	null	NA	NO
Desulfosporosinus acidiphilus SJ4, DSM 22704	403113	DesaciSJDSM22704_FD	DesaciSJDSM22704_FD.2506783061.tar.gz	YES
Mycetocola miduiensis CGMCC 1.11101	1076338	MycmidCGMC111101_FD	MycmidCGMC111101_FD.2667527394.tar.gz	YES
Streptomyces sp. DpondAA-A50	1001360	null	NA	NO
Kosakonia oryzae CGMCC 1.7012	1076357	EntoryCGMCC17012_FD	EntoryCGMCC17012_FD.2675902965.tar.gz	YES
Carboxydocella sporoproducens DSM 16521	1030728	CarspoDSM16521_FD	CarspoDSM16521_FD.2568526009.tar.gz	YES
Serratia marcescens FGI94	401116	SerratiaspFGI94_FD	SerratiaspFGI94_FD.2517093050.tar.gz	YES
Micromonospora auratinigra DSM 44815	1059270	MicaurDSM44815_FD	MicaurDSM44815_FD.2617270871.tar.gz	YES
Helcococcus sueciensis DSM 17243	1012067	null	NA	NO
Sphingomonas guangdongensis CGMCC 1.12672	1128558	SphguaCGMC112672_FD	SphguaCGMC112672_FD.2718218511.tar.gz	YES
Salinispora arenicola CNH713	1025287	SalareCNH713_FD	SalareCNH713_FD.2571042007.tar.gz	YES
Loktanella hongkongensis DSM 17492	405829	LokDSM17492_FD	LokDSM17492_FD.2517434011.tar.gz	YES
Pseudomonas saponiphila DSM 9751	1090751	PsesapDSM9751_FD	PsesapDSM9751_FD.2667528183.tar.gz	YES
